id,user_id,action_type,message_content,target_channel_id,timestamp,,
300,-1.00154E+12,sent,"🎬```Myocardium```

🎞**Movie Info**
**Myocardium** (Spanish: Miocardio) is a 2024 Spanish comedy-drama film written and directed by José Manuel Carrasco starring Vito Sanz and Marina Salas.

📝️**Synopsis**:
Pablo, a middling writer in crisis and dumped by his wife, receives an unexpected visit from Ana, the former fling who broke his heart 15 years ago, upending his miserable existence.

😀**Genre**: #Drama #Comedy
🗣**Language**: Spanish
🌍**Country**: Spain
🗓**Release Date**: 24 January 2025
⏳**Running time**: ----
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Myocardium_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 15:29,,
301,-1.00154E+12,sent,"🎬```Presence```

🎞**Movie Info**
**Presence** is a 2024 American supernatural thriller drama film directed by Steven Soderbergh and written by David Koepp. It stars Lucy Liu, Chris Sullivan, and Callina Liang.

📝️**Synopsis**:
The Paynes, a family of four—mother Rebecca, father Chris, elder brother Tyler, and younger sister Chloe—move into a large suburban house inhabited by a poltergeist (referred to in-universe as the Presence."") The entire film is presented from the Presence's point of view in a series of long takes.",,,,
,,,,,,,
😀**Genre**: #Drama #Thriller,,,,,,,
🗣**Language**: English,,,,,,,
🌍**Country**: United States,,,,,,,
🗓**Release Date**: January 24, 2025,,,,,,
⏳**Running time**: 85 minutes,,,,,,,
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Presence_(2024_film)),,,,,,,
✅Free encyclopedia & fair use,,,,,,,
,,,,,,,
"➡️ **Channel** Movie.t.me""",1543931431,02-02-2025 15:29,,,,,
302,-1.00154E+12,sent,"🎬```Brave the Dark```

🎞**Movie Info**
**Brave the Dark** is a 2023 American drama film directed by Damian Harris and starring Jared Harris and Nicholas Hamilton. The film premiered at the Heartland International Film Festival in October 2023, and was released in the United States on January 24, 2025.

📝️**Synopsis**:
A teacher discovers one of his students has been thrown into jail, and decides to bail him out but quickly discovers the student has dark secrets.

😀**Genre**: #Drama
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 122 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Brave_the_Dark)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 15:29,,
303,-1.00154E+12,sent,"🎬```Flight Risk```

🎞**Movie Info**
**Flight Risk** is a 2025 American action thriller film directed by Mel Gibson and starring Mark Wahlberg,  Michelle Dockery, and Topher Grace. Its plot follows a pilot (Wahlberg) transporting an Air Marshal (Dockery) and a fugitive (Grace) across the Alaskan wilderness, where the identities and intentions of those onboard come into question.

📝️**Synopsis**:
Madolyn Harris, a U.S. Marshal, arrests an accountant named Winston while he is hiding out in a remote part of Alaska after turning informant against his former employer, the Moretti crime family. Madolyn charters a small private airplane to take them to Anchorage so they can transfer to New York City, where she intends for Winston to testify against the📝️

😀**Genre**: #Action #Thriller
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 91 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Flight_Risk_(film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 15:29,,
304,-1.00154E+12,sent,"🎬```Inheritance```

🎞**Movie Info**
**Inheritance** is a 2025 American espionage action film directed by Neil Burger from a screenplay he co-wrote with Olen Steinhauer starring Phoebe Dynevor and Rhys Ifans. The film was released in theaters on January 24, 2025.

📝️**Synopsis**:
A young woman is drawn into an international conspiracy after discovering her father is a spy.

😀**Genre**: #Action
🗣**Language**: English
🌍**Country**: United States
🗓**Release Date**: January 24, 2025
⏳**Running time**: 101 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Inheritance_(2025_film))
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 15:29,,
305,-1.00154E+12,sent,"🎬```Dark Nuns```

🎞**Movie Info**
**Dark Nuns** (Korean: 검은 수녀들; also known as The Priest 2: **Dark Nuns**) is a 2025 South Korean supernatural thriller film directed by Kwon Hyeok-jae, and starring Song Hye-kyo, Jeon Yeo-been, Lee Jin-wook, and Moon Woo-jin. The film is a spin-off of the 2015 film The Priests by Jang Jae-hyun, and it follows the two nuns who work together to save a boy who has been possessed by an evil spirit. It was released on January 24, 2025.

📝️**Synopsis**:
The film centers around the two nuns, Sister Junia and Sister Michaela, who are confronted with a young boy named Hee-joon, who has been possessed by a powerful evil spirit. Sister Junia, driven by her faith and compassion, takes it upon herself to save the boy, while Sister Michaela, initially skeptical, is drawn into the investigation.

😀**Genre**: #Thriller
🗣**Language**: Korean
🌍**Country**: South Korea
🗓**Release Date**: January 24, 2025
⏳**Running time**: 114 minutes
©️**Source**: [Wikipedia](https://en.wikipedia.org/wiki/Dark_Nuns)
✅Free encyclopedia & fair use

➡️ **Channel** Movie.t.me",1543931431,02-02-2025 15:29,,
306,-1.00137E+12,sent,"[A clear road map for Viksit Bharat](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV83.1+G49DUF24U.1.html) - Govt. has maintained focus on infrastructure while aviation, nuclear energy get due attention",1374600389,02-02-2025 15:29,,
307,-1.00137E+12,sent,"[Govt. to remove FDI cap for insurers](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV83.1+G49DUF24S.1.html) - Current guardrails, conditionalities associated with foreign investment will be reviewed and simplified, Finance Minister Nirmala Sitharaman said in 2025-26 Budget speech; at the heart of the measures is the Centre’s ‘Insurance for All by 2047’ goal",1374600389,02-02-2025 15:29,,
308,-1.00137E+12,sent,[Job schemes don’t look promising](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV84.1+GNVDUEM67.1.html) - Three schemes announced in the Budget may not be enough to generate non-farm employment,1374600389,02-02-2025 15:29,,
309,-1.00137E+12,sent,"[Reactor plan not enriched with funds](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV84.1+GNVDUEM65.1.html) - Union Budget proposes that five of them will be ready by 2033 but no financial commitment made towards building them; Atomic Energy Department to spend ₹24,049 cr. in 2025-26; amendments to be made to Atomic Energy Act, Civil Liability for Nuclear Damage Act",1374600389,02-02-2025 15:29,,
310,-1.00137E+12,sent,"[Budget allocations for key agriculture schemes see dip](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV85.1+GBODUBQM8.1.html) - Agriculture sector gets ₹1,27,290.16 crore; allocation for crop insurance scheme down by ₹3,621.73 crore from last revised estimates; cut in funds for fertilizers may hit subsidy; subsidised loan limit under Kisan Credit Card scheme that facilitates short-term loans for farmers increased to ₹5 lakh",1374600389,02-02-2025 15:29,,
311,-1.00137E+12,sent,[March to Viksit Bharat begins](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV85.1+GBLDUBN91.1.html) - The Union Budget will provide tremendous impetus to middle-class consumption and employment,1374600389,02-02-2025 15:29,,
312,-1.00137E+12,sent,[The budget for defence falls short](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV86.1+GCLDUF0IM.1.html) - The marginal increase might not be enough to meet the needs of the defence forces and for indigenisation,1374600389,02-02-2025 15:29,,
313,-1.00137E+12,sent,"[₹6.81 lakh crore set aside for defence](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV86.1+GCLDUF0IK.1.html) - Of the total allocation, ₹1.8 lakh crore has been earmarked for capital expenditure and modernisation of armed forces, a meagre 4.65% increase from the previous Budget Estimate; allocation for the Indian Coast Guard and the Border Roads Organisation has increased",1374600389,02-02-2025 15:29,,
314,-1.00137E+12,sent,[PMJAY to now offer healthcare cover for gig workers](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV87.1+GHJDUEPBK.1.html) - Centre will arrange for their identity cards and registration on e-Shram portal; it is unclear whether benefits will be extended to family members,1374600389,02-02-2025 15:29,,
315,-1.00137E+12,sent,"[An insurance, infra push for healthcare](https://epaper.thehindu.com/ccidist-ws/th/th_international/issues/118218/OPS/GM3DUAV87.1+GHJDUEPBE.1.html) - While health research gets a fillip and digital health gets energised, primary healthcare lacks the needed support",1374600389,02-02-2025 15:29,,
316,-1.00101E+12,sent,"For all the details from our most recent update, like **unique links** for collectible gifts and the ability to **filter gifts** on channel profiles – check out our blog: https://telegram.org/blog/wear-gifts-blockchain-and-more

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • **More**",1005640892,02-02-2025 15:29,,
317,-1.00101E+12,sent,"**Share Gifts.** Collectible gifts on your profile can now be **posted to your story** – with an **animated preview** that shows off your rare artwork and lucky numbers.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • **9** • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
318,-1.00101E+12,sent,"**Give Gifts to Channels.** To celebrate holidays and achievements, subscribers can now **send gifts** to channels, which are displayed on the channel's profile.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • **8** • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
319,-1.00101E+12,sent,"**Move Gifts to the Blockchain.** Like collectible [usernames](https://t.me/TelegramTips/360) and [numbers](https://t.me/TelegramTips/363), gifts can now be **transferred** or **auctioned** via the TON blockchain. This gives owners **permanent control** – even if they lose access to or delete their Telegram account.

January Features[
](https://t.me/telegram/367)[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • **7** • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
320,-1.00101E+12,sent,"**Wear Collectible Gifts.** Gifts that you [upgrade to collectibles](https://t.me/TelegramTips/498) can be used as a unique emoji status – with a **glittering star effect** and **unique appearance** for [your profile](https://t.me/TelegramTips/409).

January Features
[1 ](https://t.me/telegram/357)• [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • **6** • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
321,-1.00101E+12,sent,"For all the features from this update, including **custom emoji** in folder names, an in-app **QR code scanner** and more – check out our blog:
https://telegram.org/blog/collectible-gifts-and-more

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • **5** • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
322,-1.00101E+12,sent,"**Verification from Third Parties.** Telegram allows public figures and organizations to **become verified**, so users can quickly identify **official sources**.

Third-party services are now able to assign **extra verification icons** to user accounts, mini apps and public chats – which will help **prevent scams** and **reduce misinformation**.

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • **4** • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
323,-1.00101E+12,sent,"**Message Search Filters.** Search results in the __'Chats'__ tab now have **extra filters** that let you **refine the list** to show items only from **private chats**, **group chats** or **channels**.

January Features
[1](https://t.me/telegram/357) • [2](https://t.me/telegram/358) • **3** • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
324,-1.00101E+12,sent,"**Reactions for Service Messages.** When someone sends you a gift or joins a group, a special **service message** appears in the conversation.

These messages now **support reactions** – so you can say thanks or welcome new members in two taps.

January Features
[1](https://t.me/telegram/357) • **2** • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
325,-1.00101E+12,sent,"**Collectible Gifts.** Over 20 [existing gifts](https://t.me/telegram/335) on Telegram can now be **upgraded to collectibles** – with more coming soon.

When you upgrade a gift it unlocks a **new appearance** from dozens of **custom variations** made by Telegram artists, as well as random **secondary traits**.

Collectible gifts can be **transferred** to other users or **auctioned** on NFT marketplaces.

January Features
**1** • [2](https://t.me/telegram/358) • [3](https://t.me/telegram/359) • [4](https://t.me/telegram/360) • [5](https://t.me/telegram/361) • [6](https://t.me/telegram/362) • [7](https://t.me/telegram/363) • [8](https://t.me/telegram/364) • [9](https://t.me/telegram/365) • [More](https://t.me/telegram/366)",1005640892,02-02-2025 15:29,,
326,-1.00152E+12,sent,"Folks it takes a lot of effort to collect, organize and share relevant opportunities for you.

That also daily 😊

Can you please help in spreading a word about my community among your College by sharing the above message in Whatsapp Groups and Friends! 😍

{Especially among your Juniors}

It'll motivate me to share more and more opportunities for you. 🤩

Sharing this message might take 5 seconds of yours but it will surely motivate me to share more and more relevant opportunities for you",1515619731,02-02-2025 22:32,,
327,-1.00152E+12,sent,"For Latest Jobs and Internships Updates for 2023, 2024, 2025, 2026 and 2027 Batch

Only direct Links are posted 😀

📫 😍 Join now
https://whatsapp.com/channel/0029Va6I79K60eBfQ92DwH0W",1515619731,02-02-2025 22:32,,
328,-1.00152E+12,sent,"If anyone had cracked Internship at Walmart through CodeHers

Why keep your story to yourself? 🤔
I am looking forward to your stories! 
Let's make a difference, one story at a time

Please fill this Form: https://forms.gle/SNYrTvpc3jmQCCno7

Or you can share with me on my LinkedIn: https://www.linkedin.com/in/krishan-kumar08

Will start sharing with everyone via my LinkedIn :)
Will help everyone",1515619731,02-02-2025 22:32,,
329,-1.00152E+12,sent,Media message (ID 5304),1515619731,02-02-2025 22:32,,
330,-1.00152E+12,sent,"Walmart is hiring Females passing out in 2025 and 2026 - CodeHers Hackathon 

Package : INR 18-21 Lakhs + 2-3.5 Lakhs Joining Bonus and stock grants upto 2.5 Lakhs 

Apply Link: https://perfleap.com/WalmartCodehers2025 

Do share with your Friends too",1515619731,02-02-2025 22:32,,
331,-1.00152E+12,sent,Media message (ID 5302),1515619731,02-02-2025 22:32,,
332,-1.00152E+12,sent,"Have you joined the Whatsapp Channel yet? 😍 Get quick updates :)

https://whatsapp.com/channel/0029Va6I79K60eBfQ92DwH0W",1515619731,02-02-2025 22:32,,
333,-1.00152E+12,sent,"Every Student must participate in GSoc and explore Open Source

https://www.linkedin.com/posts/krishan-kumar08_google-summer-of-code-gsoc-your-gateway-activity-7290710729723154432-zs6V",1515619731,02-02-2025 22:32,,
334,-1.00152E+12,sent,Media message (ID 5299),1515619731,02-02-2025 22:32,,
335,-1.00152E+12,sent,"12 Work From Home Internships for college students

1. Company name: Justmove
Role: Full Stack Developer Intern
Expected Stipend: Upto INR 30K per month

Apply Link: https://bit.ly/4gmbcRU

2. Company name: Datachecks 
Role: Prompt Engineer Intern
Expected Stipend: Upto INR 30K per month

Apply Link: https://bit.ly/4aY5RiF

3. Company name: Capway
Role: Full Stack Developer Intern
Expected Stipend: Upto INR 28K per month

Apply Link: https://bit.ly/4jGznx5

4. Company name: Capway 
Role: UI/UX Designer Intern
Expected Stipend: Upto INR 25K per month

Apply Link: https://bit.ly/40M6RSi

5. Company name: HyrioAI
Role: Backend Developer Intern
Expected Stipend: Upto INR 20K per month

Apply Link: https://bit.ly/4aGKxxI

6. Company name: HyrioAI
Role: Frontend Developer Intern
Expected Stipend: Upto INR 20K per month

Apply Link: https://bit.ly/3PVF64C

7. Company name: Sypto
Role: Fullstack Developer Intern
Expected Stipend: INR 18K per month

Apply Link: https://bit.ly/4aJYSd2

8. Company name: Smollan
Role: Mobile App Developer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40E73mk

9. Company name: Modegenics
Role: Mobile App Developer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40DpVC6

10. Company name: Yellow Paper
Role: Machine Learning Engineer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/3CzZGo2

11. Company name: CodeMode
Role: Machine Learning Engineer Intern
Expected Stipend: Upto INR 15K per month

Apply Link: https://bit.ly/40BCOMZ

12. Company name: Job Alchemy
Role: Frontend Developer Intern
Expected Stipend: INR 12K per month

Apply Link: https://bit.ly/40M7j2W",1515619731,02-02-2025 22:32,,
336,-1.00155E+12,sent,"**Free java Course  - with Placement Assistance Program

Join here: **https://courses.codeleap.io/course/Z7jFb4Skvr

Rs. 1 Convenience fees applicable",1551513530,02-02-2025 22:32,,
337,-1.00155E+12,sent,Media message (ID 1031),1551513530,02-02-2025 22:32,,
338,-1.00155E+12,sent,Media message (ID 1030),1551513530,02-02-2025 22:33,,
339,-1.00155E+12,sent,Media message (ID 1029),1551513530,02-02-2025 22:33,,
340,-1.00155E+12,sent,Media message (ID 1028),1551513530,02-02-2025 22:33,,
341,-1.00155E+12,sent,Media message (ID 1027),1551513530,02-02-2025 22:33,,
342,-1.00155E+12,sent,Popular Java Topics: 👇,1551513530,02-02-2025 22:33,,
343,-1.00155E+12,sent,**Editing Link:** https://www.canva.com/templates/EAGKvPsebtE-white-and-black-modern-new-graduate-professional-resume/,1551513530,02-02-2025 22:33,,
344,-1.00155E+12,sent,Media message (ID 1021),1551513530,02-02-2025 22:33,,
345,-1.00155E+12,sent,Code link: [Show Code](https://codewithcurious.com/projects/funny-login-page-using-html-css-javascript/),1551513530,02-02-2025 22:33,,
346,-1.00127E+12,sent,Media message (ID 1589),1270456808,02-02-2025 22:33,,
347,-1.00127E+12,sent,"**🎮 Deepseek made this entire game from a single prompt with zero edits! 🎮**

**🚀 Check out the Game Preview: **[**Game Preview Link 👉**](https://www.instagram.com/reel/DFkVmnbAsz1/?igsh=NHg0cDUxenhpbXNi)**
**
**💡 React to this message to get more amazing content like this! 👇 
 
__❤️ Thank you for being here!__**",1270456808,02-02-2025 22:33,,
348,-1.00127E+12,sent,"**__🚀 Best Website for Programmers! (Part 1)__** 
 
🔹**__ Quick Reference__** – Get cheat sheets for various programming languages, frameworks, and tools! 
 
**__🔗 __****__https://quickref.me/__** 
 
**__💡 React to this message to get more amazing content like this! 👇 
 
❤️ Thank you for being here!__**",1270456808,02-02-2025 22:33,,
349,-1.00127E+12,sent,"**Who codes better—ChatGPT or DeepSeek? **

🤔 I gave both the same prompt to create a simple HTML form, and the results SHOCKED me! 😱

[Tap Here to See Result 🔥](https://www.instagram.com/reel/DFcpxH7gdKJ/?igsh=bWNtdzBsdzc3ZzA4)",1270456808,02-02-2025 22:33,,
350,-1.00127E+12,sent,Media message (ID 1583),1270456808,02-02-2025 22:33,,
351,-1.00127E+12,sent,"**__🚀 Exclusive Offer for Developers – Limited Time Only! 🚀__** 
 
🎉 Get**__ 30% OFF for 3 Months__** + $50 Hosting Credit to kickstart your next project! 
 
**__🔥 Bonus: Refer a fellow dev and earn $50 in hosting credit to fuel your next big idea!__** 
 
**💡 Whether you're building, scaling, or experimenting—this deal empowers you to do more.** 
 
**__👉 Use Code: CW30FOR3__** 
🔗 Deal Link: **__https://bit.ly/3EixDtN__** 
 
**__⏳ Hurry, this offer won't last forever! Grab it before it's gone!__**",1270456808,02-02-2025 22:33,,
352,-1.00127E+12,sent,"**Valentines 💌 Day 7 Projects Series Using HTML, Css, and JavaScript 🔗  
  
****https://www.codewithrandom.com/2024/01/26/i-love-you-projects-html-css-collection/****  
  
Complete Source 🧑‍💻 Code  
  
Code and Love 🥰**",1270456808,02-02-2025 22:33,,
353,-1.00127E+12,sent,"**Unique Portfolio Website Using HTML and CSS👇👩‍💻**  
.  
.  
.  
**https://www.codewithrandom.com/2024/03/24/free-coding-resources/**  
______________________________❤️‍🔥   
We Create **1000+ HTML, CSS, and JavaScript Projects**, Visit Our Website👇 
.  
. 
.  
**https://www.codewithrandom.com/**",1270456808,02-02-2025 22:33,,
354,-1.00127E+12,sent,"**✨ Nothing is more expensive than a missed opportunity! ✨** 
 
__🚨 Don’t let this one slip away! 🚨__ 
 
**__🌟 Get “100%” 🤩 scholarship on a Certified Internship with Top MNCs, powered by YHills! 🦾🥇__** 
 
**__🚀 Upskill Yourself NOW: __****__https://forms.gle/oZM5KjrQsm31AQ6Q6__****__ 
 
🔥 Fill out the form and secure your future! 🔥 
 
⏳ Opportunities like this don’t come twice! ⏳__**",1270456808,02-02-2025 22:33,,
355,-1.00127E+12,sent,"**__💻 100+ Portfolio Templates for Developers
 
Get inspired by a comprehensive list of developer portfolios! 🌟__** 
 
**__🚀 Access Here 👇__** 
🔗 **https://github.com/emmabostian/developer-portfolios?tab=readme-ov-file** 
 
**__💡 React to this message to get more amazing content like this! 👇 
 
Thank you for being here! ❤️__**",1270456808,02-02-2025 22:33,,
356,-1.00182E+12,sent,Job updates for today!,1823257454,02-02-2025 22:33,,
357,-1.00182E+12,sent,Media message (ID 2317),1823257454,02-02-2025 22:33,,
358,-1.00182E+12,sent,"Company Name: Amazon
Role: SDE 1
Batch : 2024/2025 passouts

Link : https://amazon.jobs/en/jobs/2880258/software-dev-engineer-i-amazon-university-talent-acquisition",1823257454,02-02-2025 22:33,,
359,-1.00182E+12,sent,Media message (ID 2315),1823257454,02-02-2025 22:33,,
360,-1.00182E+12,sent,Media message (ID 2314),1823257454,02-02-2025 22:33,,
361,-1.00182E+12,sent,Internships for the last 2 days!,1823257454,02-02-2025 22:33,,
362,-1.00182E+12,sent,Job updates for today!,1823257454,02-02-2025 22:33,,
363,-1.00182E+12,sent,Internship updates for today!,1823257454,02-02-2025 22:33,,
364,-1.00182E+12,sent,Internship updates for today!,1823257454,02-02-2025 22:33,,
365,-1.00182E+12,sent,Job updates for today!,1823257454,02-02-2025 22:33,,
366,-1.00184E+12,sent,Media message (ID 533),1841706262,02-02-2025 22:33,,
367,-1.00184E+12,sent,"🚀 **Limited-Time Developer Deal – Don't Miss Out!** 🚀

🎉 **Save 30% for 3 Months + Get $50 Hosting Credit** to supercharge your next project!

🔥 **Bonus:** Refer a developer friend and earn **$50 in hosting credit** for your next big idea!

💡 Whether you're launching, scaling, or experimenting, this offer gives you the boost you need.

👉 **Use Code:** **__CW30FOR3__**
🔗 **Claim the Deal Now:** https://bit.ly/4aEP6bN


⏳ **Act fast! This exclusive deal won't be around forever!**",1841706262,02-02-2025 22:33,,
368,-1.00184E+12,sent,Media message (ID 531),1841706262,02-02-2025 22:33,,
369,-1.00184E+12,sent,Media message (ID 530),1841706262,02-02-2025 22:33,,
370,-1.00184E+12,sent,Media message (ID 529),1841706262,02-02-2025 22:33,,
371,-1.00184E+12,sent,Media message (ID 528),1841706262,02-02-2025 22:33,,
372,-1.00184E+12,sent,"🎉 New Year Offer Alert 🎉
( Only 50 Seats) 

🌟 Become a Certified Full Stack JavaScript Developer for Just ₹399 from Learntube backed by Google 🚀
✔️ Verified Certificate Recognized by Google & Amazon
✔️ 40+ Lessons | 10+ Hours of Learning
✔️ Hands-On Projects: Real-Time Apps, RESTful APIs & E-commerce Websites

💡 What You’ll Learn:
✅ JavaScript, HTML, CSS Basics
✅ Front-End with React
✅ Back-End with Node.js & Express.js
✅ APIs, Testing, Security, & Performance Optimization

🎓 Get Certified and Stand Out in the Job Market!

🔥 Enroll Now for Just ₹399/- (Original Price ₹999/-)

👉 Click Below to Enroll Now! 👇
https://tinyurl.com/FullStackJSDevXCourseStella

Start Your Journey in 2024 and Unlock High-Paying Opportunities! 🚀",1841706262,02-02-2025 22:33,,
373,-1.00184E+12,sent,Media message (ID 526),1841706262,02-02-2025 22:33,,
374,-1.00184E+12,sent,Media message (ID 525),1841706262,02-02-2025 22:33,,
375,-1.00184E+12,sent,Media message (ID 524),1841706262,02-02-2025 22:33,,
376,1510724611,sent,https://www.linkedin.com/posts/codegalatta_girlhackathon2025-womenintech-codegalatta-activity-7290190680470044672--a2-?utm_source=share&utm_medium=member_android,1678157673,02-02-2025 22:33,,
377,1885320689,sent,"JEE Exam 2025 |🔥Most Expected PERCENTILE vs MARKS vs RANK | Know Your Position | Detailed Analysis ✅
https://youtu.be/G8gVmharKEM",1678157673,02-02-2025 22:33,,
378,1334140879,sent,For Registration - www.aptiwings.com,1678157673,02-02-2025 22:33,,
379,1510724611,sent,"**Follow Code Galatta LinkedIn Page** For Regular Internships, Hackathons and Interview Updates....",1678157673,02-02-2025 22:33,,
380,1510724611,sent,https://www.linkedin.com/posts/codegalatta_hackathon-for-smart-student-hostels-solutions-activity-7289896235556028416-a78H?utm_source=share&utm_medium=member_android,1678157673,02-02-2025 22:33,,
381,1510724611,sent,https://www.linkedin.com/posts/codegalatta_girlswannacode-womenintech-flipkartcareers-activity-7289462138480275457-JGzl?utm_source=share&utm_medium=member_android,1678157673,02-02-2025 22:33,,
382,1334140879,sent,https://youtu.be/ZzmuB0fni7U?si=LmSOk3aHnv4f49lS,1678157673,02-02-2025 22:33,,
383,1885320689,sent,https://youtu.be/GC-HyrNoE9Y,1678157673,02-02-2025 22:33,,
384,1334140879,sent,"🔥Welcome to 𝐀𝐝𝐦𝐢𝐬𝐬𝐢𝐨𝐧𝐬 2025 | சிறந்த படிப்புகளும் அதற்கான 𝐓𝐎𝐏 கல்லூரிகளும் | 𝐃𝐄𝐂𝐈𝐃𝐄 your 𝐋𝐈𝐅𝐄 here
https://youtu.be/22UnoLNC978",1678157673,02-02-2025 22:33,,
385,1334140879,sent,https://youtu.be/EueWjYuX98Y?si=QJmB79czMLRDlLOU,1678157673,02-02-2025 22:33,,
386,-1.00152E+12,sent,"Folks it takes a lot of effort to collect, organize and share relevant opportunities for you.

That also daily 😊

Can you please help in spreading a word about my community among your College by sharing the above message in Whatsapp Groups and Friends! 😍

{Especially among your Juniors}

It'll motivate me to share more and more opportunities for you. 🤩

Sharing this message might take 5 seconds of yours but it will surely motivate me to share more and more relevant opportunities for you",1515619731,02-02-2025 22:37,,
387,-1.00152E+12,sent,"For Latest Jobs and Internships Updates for 2023, 2024, 2025, 2026 and 2027 Batch

Only direct Links are posted 😀

📫 😍 Join now
https://whatsapp.com/channel/0029Va6I79K60eBfQ92DwH0W",1515619731,02-02-2025 22:37,,
388,-1.00152E+12,sent,"If anyone had cracked Internship at Walmart through CodeHers

Why keep your story to yourself? 🤔
I am looking forward to your stories! 
Let's make a difference, one story at a time

Please fill this Form: https://forms.gle/SNYrTvpc3jmQCCno7

Or you can share with me on my LinkedIn: https://www.linkedin.com/in/krishan-kumar08

Will start sharing with everyone via my LinkedIn :)
Will help everyone",1515619731,02-02-2025 22:37,,
